station,datetime,precipitation_mm,snow_depth_cm,snow_diff,rain_or_snow,average_air_temperature_c,average_relative_humidity_percent,wet_bulb_temperature_c
acecoone,2023-01-24T00:00:00Z,0.08,3.214,0.04800000000000004,1,-2.18,92.9,-2.866
acecoone,2023-01-27T16:05:00Z,0.06,0.696,0.019999999999999907,1,-1.32,88.1,-2.37
acecoone,2023-01-27T18:50:00Z,0.16,0.713,0.135,1,-0.58,92.3,-1.326
acecoone,2023-01-27T18:55:00Z,0.06,0.887,0.17400000000000004,1,-0.7,93.5,-1.352
acecoone,2023-01-27T19:00:00Z,0.17,1.107,0.21999999999999997,1,-0.7,94.7,-1.259
acecoone,2023-01-27T19:05:00Z,0.18,1.212,0.10499999999999998,1,-0.68,95.3,-1.192
acecoone,2023-01-27T19:15:00Z,0.06,1.102,0.5890000000000001,1,-0.6,96.6,-1.009
acecoone,2023-01-27T19:20:00Z,0.06,1.218,0.11599999999999988,1,-0.54,96.8,-0.933
acecoone,2023-01-27T19:30:00Z,0.37,1.787,0.7089999999999999,1,-0.5,97.2,-0.861
acecoone,2023-01-27T19:35:00Z,0.16,2.163,0.3759999999999999,1,-0.46,97.4,-0.805
acecoone,2023-01-27T19:40:00Z,0.23,2.362,0.1990000000000003,1,-0.4,97.4,-0.745
acecoone,2023-01-27T19:50:00Z,0.13,2.962,0.6500000000000004,1,-0.4,97.4,-0.745
acecoone,2023-01-27T19:55:00Z,0.3,3.641,0.6789999999999998,1,-0.44,97.5,-0.777
acecoone,2023-01-27T20:00:00Z,0.38,3.831,0.18999999999999995,1,-0.4,97.6,-0.729
acecoone,2023-01-27T20:05:00Z,0.33,4.467,0.6359999999999997,1,-0.36,97.7,-0.681
acecoone,2023-01-27T20:25:00Z,0.28,5.163,0.4039999999999999,1,-0.18,97.9,-0.484
acecoone,2023-01-27T20:30:00Z,0.2,5.366,0.2029999999999994,1,-0.24,98,-0.536
acecoone,2023-01-27T20:35:00Z,0.15,5.406,0.040000000000000036,1,-0.28,98.1,-0.568
acecoone,2023-01-27T20:45:00Z,0.18,5.656,0.2599999999999998,1,-0.3,98.2,-0.58
acecoone,2023-01-27T20:50:00Z,0.19,5.656,0,0,-0.3,98.2,-0.58
acecoone,2023-01-27T21:00:00Z,0.15,6.489,0.45899999999999963,1,-0.4,98.3,-0.673
acecoone,2023-01-27T21:05:00Z,0.07,6.679,0.1900000000000004,1,-0.4,98.3,-0.673
acecoone,2023-01-27T21:10:00Z,0.12,6.779,0.09999999999999964,1,-0.4,98.3,-0.673
acecoone,2023-01-27T21:15:00Z,0.11,7.599,0.8200000000000003,1,-0.4,98.4,-0.665
acecoone,2023-01-27T21:30:00Z,0.07,7.569,0.28000000000000025,1,-0.4,98.4,-0.665
acecoone,2023-01-27T21:35:00Z,0.1,7.599,0.03000000000000025,1,-0.4,98.4,-0.665
acecoone,2023-01-27T21:45:00Z,0.07,7.605,0.14000000000000057,1,-0.3,98.5,-0.556
acecoone,2023-01-27T21:50:00Z,0.18,7.745,0.13999999999999968,1,-0.3,98.5,-0.556
acecoone,2023-01-27T21:55:00Z,0.15,8.05,0.3050000000000006,1,-0.2,98.6,-0.448
acecoone,2023-01-27T22:00:00Z,0.07,8.05,0,0,-0.2,98.6,-0.448
acecoone,2023-01-27T22:10:00Z,0.18,8.59,0.6179999999999994,1,-0.66,98.3,-0.934
acecoone,2023-01-27T22:20:00Z,0.12,8.53,0.1399999999999988,1,-1,98.3,-1.275
acecoone,2023-01-27T22:25:00Z,0.18,8.94,0.41000000000000014,1,-1.1,98.2,-1.383
acecoone,2023-01-27T22:30:00Z,0.16,9.96,1.0200000000000014,1,-1.1,98.1,-1.391
acecoone,2023-01-27T22:35:00Z,0.05,10.88,0.9199999999999999,1,-1.16,98,-1.459
acecoone,2023-01-27T23:55:00Z,0.12,10.2,0.5899999999999999,1,-2.1,97.2,-2.463
acecoone,2023-01-28T01:00:00Z,0.12,13.03,0.019999999999999574,1,-2.5,97,-2.879
acecoone,2023-01-28T01:15:00Z,0.12,13.35,1.0199999999999996,1,-2.5,97,-2.879
acecoone,2023-01-28T01:25:00Z,0.07,13.62,0.4599999999999991,1,-2.54,96.9,-2.927
acecoone,2023-01-28T01:35:00Z,0.06,13.8,0.3500000000000014,1,-2.6,96.9,-2.987
acecoone,2023-01-28T01:40:00Z,0.19,14,0.1999999999999993,1,-2.6,96.9,-2.987
acecoone,2023-01-28T01:45:00Z,0.06,14,0,0,-2.6,96.9,-2.987
acecoone,2023-01-28T01:50:00Z,0.06,14.07,0.07000000000000028,1,-2.6,96.9,-2.987
acecoone,2023-01-28T02:05:00Z,0.09,14.18,0.0600000000000005,1,-2.7,96.8,-3.094
acecoone,2023-01-28T02:20:00Z,0.1,14.28,0.03999999999999915,1,-2.9,96.6,-3.309
acecoone,2023-01-28T02:40:00Z,0.09,14.28,0.16999999999999993,1,-2.9,96.6,-3.309
acecoone,2023-01-28T03:05:00Z,0.06,14.61,0.21999999999999886,1,-2.96,96.5,-3.377
acecoone,2023-01-28T03:10:00Z,0.1,14.76,0.15000000000000036,1,-3,96.5,-3.416
acecoone,2023-01-28T03:15:00Z,0.06,15.19,0.4299999999999997,1,-3.02,96.4,-3.444
acecoone,2023-01-28T03:20:00Z,0.06,15.27,0.08000000000000007,1,-3.1,96.4,-3.524
acecoone,2023-01-28T03:35:00Z,0.06,15.24,0.21000000000000085,1,-3.1,96.4,-3.524
acecoone,2023-01-28T03:45:00Z,0.06,15.22,0.02000000000000135,1,-3.18,96.3,-3.611
acecoone,2023-01-28T04:00:00Z,0.07,15.69,0.35999999999999943,1,-3.3,96.2,-3.738
acecoone,2023-01-28T04:15:00Z,0.18,15.93,0.4299999999999997,1,-3.4,96.2,-3.838
acecoone,2023-01-28T04:25:00Z,0.12,15.82,0.1899999999999995,1,-3.84,95.5,-4.328
acecoone,2023-01-28T04:40:00Z,0.09,15.97,0.11000000000000121,1,-4.02,95.5,-4.508
acecoone,2023-01-28T05:50:00Z,0.07,14.93,0.2599999999999998,1,-4.4,95.3,-4.901
acecoone,2023-01-28T06:30:00Z,0.07,18.65,0.6099999999999994,1,-4.5,95.2,-5.008
acecoone,2023-01-28T10:25:00Z,0.14,20.05,0.019999999999999574,1,-7.72,92.2,-8.403
acecoone,2023-01-28T14:00:00Z,0.05,24.65,1.0399999999999991,1,-10.64,89.4,-11.443
acecoone,2023-01-29T05:30:00Z,0.05,18.74,0,0,-21.5,80.2,-22.313
acecoone,2023-02-14T09:05:00Z,0.18,0.204,0.03999999999999998,1,-3.18,95.4,-3.677
acecoone,2023-02-14T10:25:00Z,0.07,0.204,0.01899999999999999,1,-3.4,96.2,-3.838
acecoone,2023-02-14T11:00:00Z,0.05,0.129,0.0050000000000000044,1,-3.18,96.5,-3.596
acecoone,2023-02-14T11:40:00Z,0.07,0.398,0.07,1,-3.3,96.1,-3.746
acecoone,2023-02-14T12:05:00Z,0.08,0.557,0.020000000000000018,1,-3.3,96.1,-3.746
acecoone,2023-02-14T12:30:00Z,0.18,0.915,0.10000000000000009,1,-3.3,96,-3.753
acecoone,2023-02-14T12:40:00Z,0.05,1.223,0.31800000000000006,1,-3.3,96,-3.753
acecoone,2023-02-14T12:45:00Z,0.05,1.496,0.2729999999999999,1,-3.38,96.1,-3.826
acecoone,2023-02-14T12:50:00Z,0.06,1.745,0.2490000000000001,1,-3.4,96,-3.853
acecoone,2023-02-14T12:55:00Z,0.06,2.172,0.42700000000000005,1,-3.4,96.1,-3.846
acecoone,2023-02-14T13:05:00Z,0.07,2.729,0.3780000000000001,1,-3.4,96.1,-3.846
acecoone,2023-02-14T13:10:00Z,0.07,2.937,0.20799999999999974,1,-3.4,96.1,-3.846
acecoone,2023-02-14T13:15:00Z,0.2,3.851,0.9140000000000001,1,-3.4,96.1,-3.846
acecoone,2023-02-14T13:20:00Z,0.07,4.607,0.7560000000000002,1,-3.4,96.1,-3.846
acecoone,2023-02-14T13:25:00Z,0.06,5.263,0.6559999999999997,1,-3.4,96.1,-3.846
acecoone,2023-02-14T13:30:00Z,0.06,5.789,0.5259999999999998,1,-3.4,96.1,-3.846
acecoone,2023-02-14T13:35:00Z,0.07,6.346,0.5570000000000004,1,-3.4,96.1,-3.846
acecoone,2023-02-14T13:55:00Z,0.14,5.839,0.1590000000000007,1,-3.4,96.1,-3.846
acecoone,2023-02-14T14:05:00Z,0.12,5.505,0.242,1,-3.44,96,-3.893
acecoone,2023-02-14T14:20:00Z,0.58,7.884,1.9100000000000001,1,-4.1,94.6,-4.651
acecoone,2023-02-14T14:50:00Z,0.3,3.919,0.39700000000000024,1,-4.2,95.1,-4.716
acecoone,2023-02-14T15:55:00Z,0.18,13.05,1.1100000000000012,1,-4.5,93.3,-5.14
acecoone,2023-02-14T16:30:00Z,0.08,11.79,0.03999999999999915,1,-4.36,94.9,-4.889
acecoone,2023-02-14T17:20:00Z,0.16,11.3,0.040000000000000924,1,-4.4,94.7,-4.943
acecoone,2023-02-19T05:50:00Z,0.06,5.822,0.0600000000000005,1,-3.7,94.3,-4.275
acecoone,2023-02-19T05:55:00Z,0.06,6.199,0.3769999999999998,1,-3.72,94.7,-4.266
