station,datetime,precipitation_mm,snow_depth_cm,snow_diff,rain_or_snow,average_air_temperature_c,average_relative_humidity_percent,wet_bulb_temperature_c
acebroad,2023-01-16T14:00:00Z,0.08,0,0,0,-0.3,93.2,-0.979
acebroad,2023-01-16T15:35:00Z,0.02,0,0,0,-0.08,96.5,-0.497
acebroad,2023-01-17T03:20:00Z,0.1,0,0,0,-1.26,97.9,-1.567
acebroad,2023-01-17T03:25:00Z,0.03,0,0,0,-1.1,98.2,-1.383
acebroad,2023-01-17T03:30:00Z,0.23,0,0,0,-1.14,98.1,-1.431
acebroad,2023-01-17T03:35:00Z,0.2,0,0,0,-1.02,98.3,-1.295
acebroad,2023-01-17T03:40:00Z,0.03,0,0,0,-0.68,98.5,-0.938
acebroad,2023-01-23T02:05:00Z,0.1,0,0,0,-1.54,94.6,-2.103
acebroad,2023-01-23T02:10:00Z,0.03,0,0,0,-1.6,95,-2.132
acebroad,2023-01-23T02:15:00Z,0.02,0,0,0,-1.6,95.2,-2.117
acebroad,2023-01-23T02:30:00Z,0.08,0,0,0,-1.5,93.9,-2.116
acebroad,2023-01-23T02:35:00Z,0.02,0,0,0,-1.5,93.8,-2.124
acebroad,2023-01-23T03:25:00Z,0.2,0,0,0,-1.88,96.2,-2.32
acebroad,2023-01-23T03:30:00Z,0.08,0,0,0,-1.8,96.5,-2.217
acebroad,2023-01-23T03:35:00Z,0.14,0,0,0,-1.82,96.3,-2.252
acebroad,2023-01-23T03:50:00Z,0.02,0,0,0,-1.9,96.6,-2.309
acebroad,2023-01-23T03:55:00Z,0.02,0,0,0,-1.9,96.7,-2.302
acebroad,2023-01-23T04:10:00Z,0.08,0,0,0,-1.9,96.7,-2.302
acebroad,2023-01-23T04:15:00Z,0.02,0,0,0,-1.92,96.7,-2.322
acebroad,2023-01-23T04:20:00Z,0.03,0,0,0,-2,96.7,-2.402
acebroad,2023-01-23T05:50:00Z,0.02,0,0,0,-2.2,96.6,-2.609
acebroad,2023-01-23T05:55:00Z,0.06,0,0,0,-2.2,96.7,-2.602
acebroad,2023-01-23T06:00:00Z,0.02,0,0,0,-2.2,96.7,-2.602
acebroad,2023-01-23T06:05:00Z,0.02,0,0,0,-2.2,96.6,-2.609
acebroad,2023-01-23T06:10:00Z,0.08,0,0,0,-2.2,96.6,-2.609
acebroad,2023-01-23T06:15:00Z,0.13,0,0,0,-2.3,96.5,-2.717
acebroad,2023-01-23T06:20:00Z,0.02,0,0,0,-2.36,96.5,-2.777
acebroad,2023-01-23T06:30:00Z,0.07,0,0,0,-2.5,96.5,-2.917
acebroad,2023-01-23T06:35:00Z,0.03,0,0,0,-2.58,96.3,-3.012
acebroad,2023-01-23T06:40:00Z,0.02,0,0,0,-2.6,96.2,-3.039
