station,datetime,precipitation_mm,snow_depth_cm,snow_diff,rain_or_snow,average_air_temperature_c,average_relative_humidity_percent,wet_bulb_temperature_c
acemidwa,2023-01-06T08:30:00Z,0.05,16.99,0.05999999999999872,1,-4.06,88.2,-5.05
acemidwa,2023-01-06T09:10:00Z,0.14,17.06,0.00999999999999801,1,-4.02,90.8,-4.836
acemidwa,2023-01-27T14:40:00Z,0.05,2.072,0.1080000000000001,1,0,92.1,-0.767
acemidwa,2023-01-27T14:55:00Z,0.09,2.133,0.1499999999999999,1,-0.4,94.6,-0.968
acemidwa,2023-01-27T15:10:00Z,0.09,2.234,0.1629999999999998,1,-0.68,95.4,-1.184
acemidwa,2023-01-27T15:25:00Z,0.05,2.332,0.07399999999999984,1,-0.9,96.3,-1.333
acemidwa,2023-01-27T15:40:00Z,0.09,2.571,0.0690000000000004,1,-0.9,96.7,-1.301
acemidwa,2023-01-27T15:50:00Z,0.06,2.731,0.11999999999999966,1,-0.9,96.8,-1.294
acemidwa,2023-01-27T15:55:00Z,0.05,2.921,0.18999999999999995,1,-0.9,96.9,-1.286
acemidwa,2023-01-27T16:10:00Z,0.07,3.061,0.3500000000000001,1,-0.9,97,-1.278
acemidwa,2023-01-27T16:15:00Z,0.05,3.32,0.2589999999999999,1,-0.9,97.1,-1.27
acemidwa,2023-01-27T16:25:00Z,0.09,3.58,0.08000000000000007,1,-0.9,97.2,-1.262
acemidwa,2023-01-27T16:40:00Z,0.22,3.942,0.18000000000000016,1,-0.7,97.5,-1.038
acemidwa,2023-01-27T16:55:00Z,0.12,4.112,0.020000000000000462,1,-0.7,97.5,-1.038
acemidwa,2023-01-27T18:40:00Z,0.28,5.167,0.019999999999999574,1,-0.6,97.8,-0.914
acemidwa,2023-01-28T00:55:00Z,0.11,7.197,0,0,-3.8,94.5,-4.36
acemidwa,2023-02-20T10:45:00Z,0.15,0.193,0.129,1,-3.1,93.1,-3.764
acemidwa,2023-02-20T11:00:00Z,0.05,0.343,0.06000000000000005,1,-3.1,94.1,-3.692
acemidwa,2023-02-20T11:05:00Z,0.06,0.422,0.07899999999999996,1,-3.1,94.3,-3.678
acemidwa,2023-02-20T11:20:00Z,0.09,0.989,0.358,1,-3.1,95,-3.627
acemidwa,2023-02-20T11:30:00Z,0.14,1.298,0.15500000000000003,1,-2.96,95.2,-3.473
acemidwa,2023-02-20T11:55:00Z,0.5,1.805,0.038999999999999924,1,-2.9,95.2,-3.413
acemidwa,2023-02-20T12:25:00Z,0.2,2.397,0.0349999999999997,1,-2.92,95.6,-3.403
acemidwa,2023-02-20T15:10:00Z,0.28,3.703,0.11899999999999977,1,-3.08,95.6,-3.563
acemidwa,2023-02-20T21:30:00Z,0.08,5.353,0.6689999999999996,1,-4.9,92.1,-5.618
acemidwa,2023-02-22T14:15:00Z,0.1,2.175,0.028999999999999915,1,-22.56,78.76,-23.347
