station,datetime,precipitation_mm,snow_depth_cm,snow_diff,rain_or_snow,average_air_temperature_c,average_relative_humidity_percent,wet_bulb_temperature_c
acebrady,2023-06-28T05:50:00Z,0.37,0,0,0,18.69,52.16,12.849
acebrady,2023-06-28T05:55:00Z,0.43,0,0,0,19.73,47.49,13.132
acebrady,2023-06-28T06:00:00Z,0.5,0,0,0,19.69,45.68,12.853
acebrady,2023-06-28T06:05:00Z,0.66,0,0,0,20.32,42.74,12.971
acebrady,2023-06-28T06:10:00Z,0.26,0,0,0,19.37,49.52,13.095
acebrady,2023-06-28T06:15:00Z,0.1,0,0,0,19.42,49.42,13.124
acebrady,2023-06-28T06:20:00Z,0.2,0,0,0,19.59,46.22,12.842
acebrady,2023-06-28T06:25:00Z,0.13,0,0,0,19.86,45.39,12.957
acebrady,2023-06-28T06:35:00Z,0.22,0,0,0,20.15,44.14,13.027
acebrady,2023-06-28T06:40:00Z,0.12,0,0,0,19.89,46.57,13.143
acebrady,2023-06-28T21:45:00Z,0.31,0,0,0,17.49,72.14,14.194
acebrady,2023-06-28T21:50:00Z,0.07,0,0,0,17.88,73.06,14.67
acebrady,2023-06-28T21:55:00Z,0.06,0,0,0,18.37,71.38,14.928
acebrady,2023-07-03T06:40:00Z,0.2,0,0,0,13.47,68.98,10.089
acebrady,2023-07-03T06:50:00Z,0.72,0,0,0,13.27,68.12,9.813
acebrady,2023-07-03T06:55:00Z,0.93,0,0,0,12.4,75.77,9.794
acebrady,2023-07-03T07:00:00Z,0.19,0,0,0,12.31,76.86,9.821
acebrady,2023-07-03T07:10:00Z,0.17,0,0,0,12.7,69.84,9.463
acebrady,2023-07-04T00:30:00Z,0.84,0,0,0,13.12,68.52,9.716
acebrady,2023-07-04T00:35:00Z,0.38,0,0,0,12.19,74.77,9.492
acebrady,2023-07-13T23:05:00Z,0.24,0,0,0,19.05,61.87,14.39
acebrady,2023-07-17T17:20:00Z,0.32,0,0,0,22.24,55.98,16.469
acebrady,2023-07-30T23:15:00Z,1.01,0,0,0,24.39,50.43,17.539
acebrady,2023-07-30T23:20:00Z,1.31,0,0,0,21.36,58.86,16.079
acebrady,2023-07-30T23:25:00Z,0.94,0,0,0,21.9,64.69,17.347
acebrady,2023-07-30T23:50:00Z,0.51,0,0,0,24.32,56.74,18.418
acebrady,2023-07-30T23:55:00Z,0.81,0,0,0,24.36,60.69,19.027
acebrady,2023-07-31T00:00:00Z,0.05,0,0,0,24.04,66.78,19.597
acebrady,2023-08-05T16:00:00Z,0.13,0,0,0,15.64,75.56,12.844
acebrady,2023-08-05T16:05:00Z,1.01,0,0,0,14.47,83,12.55
acebrady,2023-08-05T16:10:00Z,2.84,0,0,0,13.54,87.4,12.124
acebrady,2023-08-05T16:15:00Z,5.59,0,0,0,13.25,89.4,12.056
acebrady,2023-08-05T16:20:00Z,4.52,0,0,0,12.84,92.5,11.986
acebrady,2023-08-05T16:25:00Z,6.37,0,0,0,12.54,94.4,11.892
acebrady,2023-08-05T16:30:00Z,3.72,0,0,0,12.5,95.5,11.971
acebrady,2023-08-05T16:35:00Z,3.01,0,0,0,12.4,95.8,11.903
acebrady,2023-08-05T16:40:00Z,1.45,0,0,0,12.45,96,11.974
acebrady,2023-08-05T16:45:00Z,0.6,0,0,0,12.6,95.7,12.092
acebrady,2023-08-05T16:50:00Z,0.53,0,0,0,12.6,95.6,12.081
acebrady,2023-08-05T16:55:00Z,0.85,0,0,0,12.68,95.7,12.172
