station,datetime,precipitation_mm,snow_depth_cm,snow_diff,rain_or_snow,average_air_temperature_c,average_relative_humidity_percent,wet_bulb_temperature_c
acebozem,2023-01-06T04:00:00Z,0.07,29.75,0.33999999999999986,1,-2.543,85.7,-3.735
acebozem,2023-01-06T04:10:00Z,0.12,29.46,29.46,1,-2.587,89.6,-3.507
acebozem,2023-01-06T04:20:00Z,0.02,30.24,30.24,1,-2.496,92.2,-3.231
acebozem,2023-01-06T04:25:00Z,0.14,30.31,0.07000000000000028,1,-2.484,92.5,-3.197
acebozem,2023-01-06T04:35:00Z,0.02,30.34,0.030000000000001137,1,-2.429,92.8,-3.121
acebozem,2023-01-06T05:35:00Z,0.1,31.21,0.3500000000000014,1,-1.788,93.8,-2.41
acebozem,2023-01-06T06:05:00Z,0.04,31.01,31.01,1,-1.73,94,-2.337
acebozem,2023-01-06T06:15:00Z,0.05,31.19,0.17999999999999972,1,-1.584,94.9,-2.124
acebozem,2023-01-06T06:20:00Z,0.09,31.25,0.05999999999999872,1,-1.558,94.9,-2.098
acebozem,2023-01-06T06:25:00Z,0.02,31.36,0.10999999999999943,1,-1.591,95,-2.123
acebozem,2023-01-06T06:40:00Z,0.06,31.21,0.3000000000000007,1,-1.457,95.5,-1.951
acebozem,2023-01-06T06:50:00Z,0.13,30.81,1.1600000000000001,1,-1.639,95.5,-2.133
acebozem,2023-01-06T07:00:00Z,0.15,31.62,1,1,-1.718,95.8,-2.188
acebozem,2023-01-06T07:05:00Z,0.03,31.62,0,0,-1.749,95.9,-2.212
acebozem,2023-01-06T07:15:00Z,0.12,31.42,0.7100000000000009,1,-1.737,96.1,-2.185
acebozem,2023-01-06T07:20:00Z,0.04,31.82,0.3999999999999986,1,-1.729,96.1,-2.177
acebozem,2023-01-06T07:30:00Z,0.03,32.32,0.5199999999999996,1,-1.7,96.2,-2.14
acebozem,2023-01-06T07:35:00Z,0.07,32.6,0.28000000000000114,1,-1.726,96.2,-2.166
acebozem,2023-01-06T07:40:00Z,0.16,32.6,0,0,-1.771,96.2,-2.211
acebozem,2023-01-06T07:55:00Z,0.03,32.9,0.39000000000000057,1,-1.638,96.3,-2.07
acebozem,2023-01-06T08:00:00Z,0.03,32.99,0.09000000000000341,1,-1.645,96.3,-2.077
acebozem,2023-01-06T08:10:00Z,0.06,33.09,0.11000000000000654,1,-1.623,96.3,-2.055
acebozem,2023-01-06T08:15:00Z,0.06,33.09,0,0,-1.691,96.3,-2.123
